primary_target,disease,retrieved_utc,pubmed_pair_count,clinical_trial_pub_count,pair_pub_acceleration,has_real_pubmed_data,pubmed_data_missing,pubmed_status,pubmed_total_raw,pubmed_clinical_trial_raw,pubmed_recent_raw,pubmed_as_of,pubmed_recent_start,pubmed_query
TYMS,pancreatic cancer,2026-09-14T05:17:11.969281+00:00,0.009,0.01,0.2777777777777778,True,0,complete,9,1,1,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
TYMS,solid tumors,2026-09-14T05:17:13.531274+00:00,0.016,0.01,0.625,True,0,complete,16,1,4,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (solid tumors[Title/Abstract])
VEGFA,bladder cancer,2026-09-14T05:17:16.581346+00:00,0.107,0.0,0.9345794392523363,True,0,complete,107,0,40,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (bladder cancer[Title/Abstract])
VEGFA,breast cancer,2026-09-14T05:17:17.803798+00:00,0.651,0.31,0.6259600614439323,True,0,complete,651,31,163,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (breast cancer[Title/Abstract])
VEGFA,cancer nos,2026-09-14T05:17:19.018499+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (cancer nos[Title/Abstract])
VEGFA,cervical cancer,2026-09-14T05:17:20.254460+00:00,0.096,0.04,1.0,True,0,complete,96,4,39,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (cervical cancer[Title/Abstract])
VEGFA,colorectal cancer,2026-09-14T05:17:21.718526+00:00,0.55,0.28,0.6318181818181818,True,0,complete,550,28,139,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
VEGFA,endometrial cancer,2026-09-14T05:17:22.783315+00:00,0.066,0.03,0.5303030303030303,True,0,complete,66,3,14,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (endometrial cancer[Title/Abstract])
VEGFA,gastric cancer,2026-09-14T05:17:23.979326+00:00,0.211,0.05,0.8175355450236966,True,0,complete,211,5,69,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (gastric cancer[Title/Abstract])
VEGFA,glioblastoma,2026-09-14T05:17:25.203004+00:00,0.249,0.1,0.7630522088353413,True,0,complete,249,10,76,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (glioblastoma[Title/Abstract])
VEGFA,hepatocellular carcinoma,2026-09-14T05:17:26.408428+00:00,0.365,0.07,0.9863013698630136,True,0,complete,365,7,144,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
VEGFA,leukemia,2026-09-14T05:17:27.615729+00:00,0.156,0.02,0.5769230769230769,True,0,complete,156,2,36,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (leukemia[Title/Abstract])
VEGFA,lymphoma,2026-09-14T05:17:28.847391+00:00,0.128,0.05,0.46875,True,0,complete,128,5,24,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (lymphoma[Title/Abstract])
VEGFA,melanoma,2026-09-14T05:17:30.183700+00:00,0.25,0.08,0.54,True,0,complete,250,8,54,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (melanoma[Title/Abstract])
VEGFA,nsclc,2026-09-14T05:17:31.250192+00:00,0.224,0.03,0.7477678571428571,True,0,complete,224,3,67,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (nsclc[Title/Abstract])
VEGFA,ovarian cancer,2026-09-14T05:17:32.459981+00:00,0.208,0.07,0.6490384615384616,True,0,complete,208,7,54,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
VEGFA,pancreatic cancer,2026-09-14T05:17:33.696271+00:00,0.126,0.01,0.6746031746031745,True,0,complete,126,1,34,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
VEGFA,prostate cancer,2026-09-14T05:17:34.908487+00:00,0.18,0.03,0.6111111111111112,True,0,complete,180,3,44,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (prostate cancer[Title/Abstract])
VEGFA,renal cell carcinoma,2026-09-14T05:17:36.105689+00:00,0.188,0.15,0.7047872340425532,True,0,complete,188,15,53,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (renal cell carcinoma[Title/Abstract])
VEGFA,solid tumors,2026-09-14T05:17:37.333388+00:00,0.192,0.22,0.5468749999999999,True,0,complete,192,22,42,2026-09-14,2023-01-01,(VEGFA[Title/Abstract]) AND (solid tumors[Title/Abstract])
VEGFR2,bladder cancer,2026-09-14T05:17:38.582007+00:00,0.043,0.01,0.46511627906976744,True,0,complete,43,1,8,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (bladder cancer[Title/Abstract])
VEGFR2,breast cancer,2026-09-14T05:17:39.718127+00:00,0.666,0.33,0.7057057057057056,True,0,complete,666,33,188,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (breast cancer[Title/Abstract])
VEGFR2,cancer nos,2026-09-14T05:17:40.959894+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (cancer nos[Title/Abstract])
VEGFR2,cervical cancer,2026-09-14T05:17:42.178091+00:00,0.069,0.03,0.7246376811594203,True,0,complete,69,3,20,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (cervical cancer[Title/Abstract])
VEGFR2,colorectal cancer,2026-09-14T05:17:43.363660+00:00,0.291,0.24,0.5756013745704467,True,0,complete,291,24,67,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
VEGFR2,endometrial cancer,2026-09-14T05:17:44.555607+00:00,0.02,0.01,0.0,True,0,complete,20,1,0,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (endometrial cancer[Title/Abstract])
VEGFR2,hepatocellular carcinoma,2026-09-14T05:17:45.787919+00:00,0.34,0.16,0.6102941176470589,True,0,complete,340,16,83,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
VEGFR2,hnscc,2026-09-14T05:17:47.006509+00:00,0.03,0.02,0.4166666666666667,True,0,complete,30,2,5,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (hnscc[Title/Abstract])
VEGFR2,leukemia,2026-09-14T05:17:48.240213+00:00,0.156,0.08,0.35256410256410253,True,0,complete,156,8,22,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (leukemia[Title/Abstract])
VEGFR2,melanoma,2026-09-14T05:17:49.400668+00:00,0.234,0.06,0.4594017094017094,True,0,complete,234,6,43,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (melanoma[Title/Abstract])
VEGFR2,nsclc,2026-09-14T05:17:50.627361+00:00,0.23,0.19,0.5108695652173914,True,0,complete,230,19,47,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (nsclc[Title/Abstract])
VEGFR2,ovarian cancer,2026-09-14T05:17:51.831721+00:00,0.146,0.11,0.547945205479452,True,0,complete,146,11,32,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
VEGFR2,pancreatic cancer,2026-09-14T05:17:53.069864+00:00,0.08,0.09,0.53125,True,0,complete,80,9,17,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
VEGFR2,prostate cancer,2026-09-14T05:17:54.344486+00:00,0.171,0.08,0.3508771929824561,True,0,complete,171,8,24,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (prostate cancer[Title/Abstract])
VEGFR2,renal cell carcinoma,2026-09-14T05:17:55.502120+00:00,0.202,0.17,0.3341584158415841,True,0,complete,202,17,27,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (renal cell carcinoma[Title/Abstract])
VEGFR2,solid tumors,2026-09-14T05:17:56.716408+00:00,0.321,0.49,0.35046728971962615,True,0,complete,321,49,45,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (solid tumors[Title/Abstract])
VEGFR2,thyroid cancer,2026-09-14T05:17:57.986499+00:00,0.078,0.04,0.1923076923076923,True,0,complete,78,4,6,2026-09-14,2023-01-01,(VEGFR2[Title/Abstract]) AND (thyroid cancer[Title/Abstract])
