nct_id,title,status,canonical_drug,primary_target,modality,disease,has_biomarker,start_year,label_strict,label_balanced,label_permissive,label_provenance,drug_is_mapped,drug_is_mapped.1,ot_overall_score,ot_genetic_association,ot_somatic_mutation,ot_known_drug,ot_animal_model,ot_rna_expression,ot_literature,pubmed_pair_count,clinical_trial_pub_count,pair_pub_acceleration,lineage_specificity,gwas_disease_specificity,alteration_frequency,co_alteration_burden,genomic_complexity,ot_data_missing,cbio_data_missing,biomarker_missing,network_degree,clustering_coefficient,betweenness_centrality,tractability,binding_evidence,potency_proxy,mechanistic_maturity,druggability_tier,target_class,pathway_count,pathway_evidence,alternative_pathway_burden,gwas_association_count,cosmic_census_member,somatic_evidence,depmap_chronos,depmap_essential,depmap_selective,tumor_expression,normal_tissue_burden,tumor_specificity,expression_variability,omnipath_degree,omnipath_references,known_drug_count,interaction_score,disgenet_score,disgenet_disease_count,modality_score,drug_is_mapped.2,drug_is_mapped.3,tmb_relevance,pdl1_expression,immune_infiltration,io_mechanism,is_io_target,tds_small_molecule,tds_biologic,tds_combined,drug_class,polypharmacology_proxy,human_study_fraction,translational_study_fraction,perturbation_concordance,target_disease_assoc,pub_acceleration,literature_diversity,context_specificity,biomarker_directness,biomarker_prevalence,biomarker_clonality,assay_precision,CDS,TDS,BFS,MCS,TWS,EMS,BIOLOGY_SCORE,_primary_target,_disease,pubmed_total_raw,pubmed_clinical_trial_raw,pubmed_recent_raw,pubmed_status,pubmed_data_missing,log_pubmed_total_raw,log_pubmed_clinical_trial_raw,log_pubmed_recent_raw,clinical_publication_fraction
NCT01769209,A Phase II Study of Subcutaneous Bortezomib in Combination With Chemotherapy (VXLD) for Relapsed/Refractory Adult Acute Lymphoblastic Leukemia,COMPLETED,bortezomib,PSMB5,small_molecule,leukemia,False,2013.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.012,0.0,0.20833333333333331,0.0,0.45,,,,1,1,1,1170.0,0.0009419982905982,1.0,1.0,1.0,0.6293333333333334,0.05,0.38,0.7,173.0,1.0,1.0,0.4,0.5,0.5,-0.83,1.0,1.0,0.4,0.6,0.0,0.5,0.65,0.52,0.8,0.9,0.62,0.62,0.7,1,1.0,0.25,0.3,0.45,0.0,0.0,0.8673333333333334,0.0,0.8673333333333334,0.0,0.0,0.0,0.0,0.72,0.3,0.20833333333333331,0.006,0.1,,,,,0.4085,117.6219,0.0,0.3508,0.28,0.045,23.7432,psmb5,leukemia,12.0,0.0,1.0,complete,0,2.5649493574615367,0.0,0.6931471805599453,0.0
NCT01468532,"Phase I/II Trial to Establish the Safety and Preliminary Efficacy of the Combination of Docetaxel, Prednisone, and SOM 230 (Pasireotide) in Metastatic Castrate Resistant Prostate Cancer (CRPC).",COMPLETED,docetaxel,TUBB,small_molecule,prostate cancer,True,2011.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.003,0.0,0.8333333333333333,0.0,0.43,,,,1,1,0,715.0,0.000807165034965,1.0,1.0,1.0,0.5950000000000001,0.05,0.7,0.7,17.0,0.85,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44,0.6,0.7,0.59,0.59,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8187500000000001,0.0,0.8187500000000001,0.0,0.0,0.0,0.0,0.63,0.3,0.8333333333333333,0.0015,0.1,0.5,0.3,0.7,0.8,0.178,72.0168,0.295,0.309,0.04,0.1675,14.5619,tubb,prostate cancer,3.0,0.0,1.0,complete,0,1.3862943611198906,0.0,0.6931471805599453,0.0
NCT02342587,Safety and Clinical Activity of Lapatinib in Patients With HER2-positive Refractory Advanced Cancer: A Phase II Single Arm Prospective Study,COMPLETED,lapatinib,ERBB2,small_molecule,breast cancer,True,2014.0,1,1,1,completed+positive_text+approved,1,1.0,0.95,0.88,0.85,0.98,0.4,0.8,0.92,1.0,1.0,0.38055624534392846,0.0,0.85,,,,0,1,0,739.0,0.0007936373477672,1.0,0.5,0.3,0.7236666666666667,0.2,1.0,0.7,45.0,1.0,0.9,0.8,1.0,1.0,-0.71,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.88,0.88,0.7,1,1.0,0.15,0.35,0.45,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.046684877079711945,0.03267941395579836,0.98,0.95,0.38055624534392846,1.0,0.44,0.5,0.3,0.7,0.8,0.9185,74.5055,0.295,0.824,0.386,0.4443,15.4274,erbb2,breast cancer,4027.0,188.0,613.0,complete,0,8.301025253838453,5.241747015059643,6.419994928147142,0.046684877079711945
NCT00423293,A Phase II Evaluation of Dose-Painted Intensity-Modulated Radiation Therapy (IMRT) in Combination With 5-Fluorouracil (5-FU) and Mitomycin-C for Reduction of Acute Morbidity in Carcinoma of the Anal Canal,COMPLETED,fluorouracil,TYMS,small_molecule,cancer nos,True,2006.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.6,,,,1,1,0,481.0,0.0008138274428274,0.962,1.0,1.0,0.82585,0.05,0.32,0.7,6.0,0.3,0.12,0.55,0.0,0.0,-0.91,1.0,0.0,0.4,0.6,0.0,0.5,0.7,0.5599999999999999,0.8,0.9,0.78,0.78,0.7,1,1.0,0.15,0.2,0.3,0.0,0.0,0.9164625,0.0,0.9164625,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.2215,48.7514,0.295,0.16,0.28,0.0,9.9092,tyms,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT00524121,Phase II Study of Erlotinib (Tarceva®) and Radiotherapy for Elderly Patients With Esophageal Carcinoma,COMPLETED,erlotinib,EGFR,small_molecule,cancer nos,True,2006.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.001,0.0,0.0,0.0,0.9,,,,1,1,0,774.0,0.0007825607235142,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.903475,0.0,0.903475,0.0,0.0,0.0,0.0,0.72,0.3,0.0,0.0005,0.1,0.5,0.3,0.7,0.8,0.7375,78.0221,0.295,0.3591,0.28,0.0003,15.9321,egfr,cancer nos,1.0,0.0,0.0,complete,0,0.6931471805599453,0.0,0.0,0.0
NCT01388647,"Phase I/II Study of Neoadjuvant Carboplatin, Eribulin Mesylate and Trastuzumab (ECH) for Operable HER2 Positive Breast Cancer",TERMINATED,trastuzumab,ERBB2,antibody,breast cancer,True,2011.0,0,0,0,terminated+efficacy,1,1.0,0.95,0.88,0.85,0.98,0.4,0.8,0.92,1.0,1.0,0.38055624534392846,0.0,0.85,,,,0,1,0,739.0,0.0007936373477672,1.0,0.5,0.3,0.7236666666666667,0.2,1.0,0.7,45.0,1.0,0.9,0.8,1.0,1.0,-0.71,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.88,0.88,0.8,1,1.0,0.15,0.35,0.45,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.046684877079711945,0.03267941395579836,0.98,0.95,0.38055624534392846,1.0,0.44,0.5,0.3,0.7,0.8,0.9185,74.5055,0.295,0.824,0.386,0.4443,15.4274,erbb2,breast cancer,4027.0,188.0,613.0,complete,0,8.301025253838453,5.241747015059643,6.419994928147142,0.046684877079711945
NCT05526248,"A 2-stage, Lead-in and Randomized, Phase 2, Open-label Study of Darolutamide Versus Enzalutamide as Monotherapy on Testosterone Levels Change in Men With Hormone-Naïve Prostate Cancer",COMPLETED,enzalutamide,AR,small_molecule,prostate cancer,True,2022.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.98,0.88,0.9,0.98,0.4,0.82,0.95,1.0,1.0,0.5233532934131736,0.0,0.85,,,,0,1,0,557.0,0.0007637253141831,1.0,0.0,0.0,0.0,0.05,1.0,0.7,22.0,1.0,0.44,0.8,1.0,1.0,-0.69,1.0,1.0,0.4,0.6,0.0,0.5,0.82,0.656,1.0,1.0,0.88,0.88,0.7,1,1.0,0.1,0.2,0.3,0.0,0.0,0.2,0.0,0.2,0.0,1.0,0.016047904191616766,0.011233532934131735,0.992,0.98,0.5233532934131736,1.0,0.44,0.5,0.3,0.7,0.8,0.926,56.0475,0.295,0.8009,0.388,0.4609,11.735,ar,prostate cancer,8350.0,134.0,1748.0,complete,0,9.03013657115323,4.90527477843843,7.466799475018602,0.016047904191616766
NCT01118026,Phase II Trial of Response-Adapted Therapy Based on Positron Emission Tomography (PET) for Bulky Stage I and Stage II Classical Hodgkin Lymphoma (HL),COMPLETED,unmapped,UNKNOWN,unknown,lymphoma,True,2010.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625,unknown,lymphoma,,,,,1,,,,
NCT00413283,"Phase 2, Randomized, Double Blind, Placebo-Controlled Dose and Schedule Finding Trial to Evaluate the Safety and Efficacy of AMG 531 For Treatment of Chemotherapy-Induced Thrombocytopenia in Subjects With Advanced Non-Small Cell Lung Cancer Already Receiving Gemcitabine and Platinum.",COMPLETED,gemcitabine,RRM1,small_molecule,nsclc,False,2006.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.155,0.15,0.11290322580645161,0.0,0.47,,,,1,1,1,475.0,0.0008195621052631,0.95,1.0,1.0,0.5399499999999999,0.05,0.54,0.7,4.0,0.2,0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.4639999999999999,0.6,0.7,0.62,0.62,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8049875000000001,0.0,0.8049875000000001,0.0,0.0,0.0967741935483871,0.06774193548387096,0.24,0.3,0.11290322580645161,0.1525,0.1,,,,,0.1875,48.0085,0.0,0.1787,0.28,0.1142,9.7377,rrm1,nsclc,155.0,15.0,7.0,complete,0,5.049856007249537,2.772588722239781,2.0794415416798357,0.0967741935483871
NCT01820754,Evaluation of Circulating T Cells and Tumor Infiltrating Lymphocytes With Specificities Against Tumor Associated Antigens During and After Neoadjuvant Chemotherapy and Phased Ipilimumab in Non-Small Cell Lung Cancer,COMPLETED,ipilimumab,CTLA4,antibody,nsclc,True,2013.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.48,0.26,0.8697916666666666,0.0,0.55,,,,1,1,0,822.0,0.0007566520681265,1.0,0.5,0.0,0.0,0.05,0.36,0.7,11.0,0.55,0.22,0.5,0.5,0.5,-0.12,0.0,0.0,0.4,0.6,0.0,0.5,0.62,0.496,0.8,0.9,0.61,0.61,0.8,1,1.0,0.7,0.6,0.8,1.0,1.0,0.0,0.5700000000000001,0.5700000000000001,1.0,0.5,0.05416666666666667,0.03791666666666667,0.45,0.3,0.8697916666666666,0.37,0.1,0.5,0.3,0.7,0.8,0.428,82.3775,0.295,0.3385,0.28,0.3466,16.7564,ctla4,nsclc,480.0,26.0,167.0,complete,0,6.175867270105761,3.295836866004329,5.123963979403259,0.05416666666666667
NCT05267054,"A Phase 1b/2 Study Investigating the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of Ociperlimab (BGB-A1217) in Combination With Tislelizumab (BGB-A317) or Rituximab in Patients With Relapsed or Refractory Diffuse Large B Cell Lymphoma",COMPLETED,rituximab,MS4A1,antibody,lymphoma,True,2022.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.88,0.65,0.7,0.92,0.4,0.68,0.85,0.029,0.0,0.9482758620689654,0.0,0.65,,,,0,1,0,525.0,0.0006596552380952,1.0,0.5,0.0,0.0,0.05,0.44,0.7,11.0,0.55,0.22,0.6,0.5,0.5,-0.44,0.5,0.0,0.4,0.6,0.0,0.5,0.68,0.544,0.9,1.0,0.73,0.73,0.8,1,1.0,0.25,0.35,0.65,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.0,0.0,0.682,0.88,0.9482758620689654,0.0145,0.325,0.5,0.3,0.7,0.8,0.589,52.8785,0.295,0.3608,0.3568,0.1976,10.8979,ms4a1,lymphoma,29.0,0.0,11.0,complete,0,3.4011973816621555,0.0,2.4849066497880004,0.0
NCT00023673,"A Phase I/II Dose Intensification Study Using Three Dimensional Conformal Radiation Therapy And Concurrent Chemotherapy For Patients With Inoperable, Non-Small Cell Lung Cancer",COMPLETED,carboplatin,DNA,small_molecule,cancer nos,True,2001.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.0,0.0,0.42,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.214,0.28,0.0,11.8106,dna,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT02904954,"A Randomized Phase 2 Trial of Durvalumab (MEDI4736) With or Without SBRT in Clinical Stage I, II, and IIIA Non-small Cell Lung Cancer (NSCLC)",COMPLETED,durvalumab,CD274,antibody,cancer nos,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.45,,,,1,1,0,929.0,0.0007426555435952,1.0,1.0,1.0,0.688875,0.2,0.6,0.7,27.0,1.0,0.54,0.4,0.5,0.5,-0.18,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.4639999999999999,0.9,1.0,0.63,0.63,0.8,1,1.0,0.85,0.95,0.8,1.0,1.0,0.0,0.6575,0.6575,1.0,0.0,0.0,0.0,0.72,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.409,93.4383,0.295,0.379,0.28,0.0,18.9372,cd274,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT00432094,Autologous Peripheral Blood Stem Cell Transplant for Germ Cell Tumors,COMPLETED,carboplatin,DNA,small_molecule,ovarian cancer,True,2006.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,1.0,0.5500949023861171,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.02128524945770065,0.014899674620390454,0.42,0.3,0.5500949023861171,1.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.514,0.28,0.4683,11.9174,dna,ovarian cancer,7376.0,157.0,1623.0,complete,0,8.906122330884303,5.062595033026967,7.392647520721623,0.02128524945770065
NCT03927105,Nivolumab and the Antagonistic CSF-1R Monoclonal Antibody Cabiralizumab (BMS-986227) in Patients With Relapsed/Refractory Peripheral T Cell Lymphoma,COMPLETED,nivolumab,PDCD1,antibody,lymphoma,False,2019.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.85,0.6,0.65,0.9,0.4,0.68,0.82,0.049,0.0,0.9183673469387754,0.0,0.5,,,,0,1,1,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.6100000000000001,0.85,0.9183673469387754,0.0245,0.3,,,,,0.54,84.3108,0.0,0.3299,0.353,0.1971,17.1358,pdcd1,lymphoma,49.0,0.0,18.0,complete,0,3.912023005428146,0.0,2.9444389791664403,0.0
NCT03133546,A Randomised Phase II Trial of Osimertinib and Bevacizumab Versus Osimertinib Alone as Second-line Treatment in Stage IIIb-IVb NSCLC With Confirmed EGFRm and T790M,COMPLETED,osimertinib,EGFR,small_molecule,nsclc,True,2017.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.92,0.85,0.8,0.95,0.4,0.75,0.9,1.0,1.0,0.7803305371228245,0.0,0.9,,,,0,1,0,774.0,0.0007825607235142,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.903475,0.0,0.903475,0.0,0.0,0.07011393514460999,0.049079754601226995,0.968,0.92,0.7803305371228245,1.0,0.425,0.5,0.3,0.7,0.8,0.9175,78.1816,0.295,0.7986,0.3788,0.5334,16.1651,egfr,nsclc,15974.0,1120.0,4986.0,complete,0,9.678780279245736,7.02197642307216,8.514589805546123,0.07011393514460999
NCT00821886,Phase II Study of Neoadjuvant Ixabepilone/Carboplatin/Trastuzumab in HER2-Positive Locally Advanced Breast Cancer,COMPLETED,trastuzumab,ERBB2,antibody,breast cancer,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.95,0.88,0.85,0.98,0.4,0.8,0.92,1.0,1.0,0.38055624534392846,0.0,0.85,,,,0,1,0,739.0,0.0007936373477672,1.0,0.5,0.3,0.7236666666666667,0.2,1.0,0.7,45.0,1.0,0.9,0.8,1.0,1.0,-0.71,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.88,0.88,0.8,1,1.0,0.15,0.35,0.45,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.046684877079711945,0.03267941395579836,0.98,0.95,0.38055624534392846,1.0,0.44,0.5,0.3,0.7,0.8,0.9185,74.5055,0.295,0.824,0.386,0.4443,15.4274,erbb2,breast cancer,4027.0,188.0,613.0,complete,0,8.301025253838453,5.241747015059643,6.419994928147142,0.046684877079711945
NCT00072566,"Phase II Clinical Trial of Bevacizumab (NSC 704865) and Low Dose Oral Cyclophosphamide in Recurrent Ovarian Cancer, Primary Peritoneal Carcinoma",COMPLETED,bevacizumab,VEGFA,antibody,ovarian cancer,True,2003.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.208,0.07,0.6490384615384616,0.0,0.75,,,,1,1,0,582.0,0.0006893024054982,1.0,1.0,1.0,0.83255,0.3,1.0,0.7,30.0,1.0,0.6,0.7,1.0,1.0,-0.22,0.0,0.0,0.4,0.6,0.0,0.5,0.82,0.656,0.7,0.8,0.83,0.83,0.8,1,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.295,0.295,1.0,0.0,0.03365384615384615,0.023557692307692304,0.72,0.3,0.6490384615384616,0.139,0.1,0.5,0.3,0.7,0.8,0.704,58.7649,0.295,0.4407,0.28,0.2054,12.1092,vegfa,ovarian cancer,208.0,7.0,54.0,complete,0,5.342334251964811,2.0794415416798357,4.007333185232471,0.03365384615384615
NCT04541355,A Phase II Study of Sodium Thiosulfate (STS) for Prevention of Ototoxicity in Patients With Locally Advanced Squamous Cell Carcinoma of Head and Neck (SCCHN) Undergoing Concurrent Chemoradiation With Cisplatin,COMPLETED,cisplatin,DNA,small_molecule,hnscc,True,2020.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,0.31,0.6453362255965293,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.016811279826464208,0.011767895878524944,0.42,0.3,0.6453362255965293,0.655,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.4105,0.28,0.4339,11.8933,dna,hnscc,1844.0,31.0,476.0,complete,0,7.520234556474628,3.4657359027997265,6.1675164908883415,0.016811279826464208
NCT01643668,Phase II Study of Reduced Intensity Conditioning With Busulfan/Clofarabine Followed by Allogeneic Stem Cell Transplantation,COMPLETED,unmapped,UNKNOWN,unknown,leukemia,True,2012.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625,unknown,leukemia,,,,,1,,,,
NCT02598960,"A Phase 1/2a Dose Escalation and Cohort Expansion Study for Safety, Tolerability, and Efficacy of BMS-986156 Administered Alone and in Combination With Nivolumab (BMS-936558, Anti PD-1 Monoclonal Antibody) in Advanced Solid Tumors",COMPLETED,nivolumab,PDCD1,antibody,solid tumors,True,2015.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.02,0.0,1.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,1.0,0.01,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2035,0.28,0.2055,17.0709,pdcd1,solid tumors,20.0,0.0,11.0,complete,0,3.044522437723423,0.0,2.4849066497880004,0.0
NCT00798720,"Phase II Study of Vorinostat (SAHA, Zolinza) and Bortezomib (PS341, Velcade) as Third-Line Treatment in Patients With Advanced Non-Small Cell Lung Cancer",COMPLETED,bortezomib,PSMB5,small_molecule,nsclc,True,2008.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.001,0.0,1.0,0.0,0.45,,,,1,1,0,1170.0,0.0009419982905982,1.0,1.0,1.0,0.6293333333333334,0.05,0.38,0.7,173.0,1.0,1.0,0.4,0.5,0.5,-0.83,1.0,1.0,0.4,0.6,0.0,0.5,0.65,0.52,0.8,0.9,0.62,0.62,0.7,1,1.0,0.25,0.3,0.45,0.0,0.0,0.8673333333333334,0.0,0.8673333333333334,0.0,0.0,0.0,0.0,0.72,0.3,1.0,0.0005,0.1,0.5,0.3,0.7,0.8,0.4085,117.6219,0.295,0.3491,0.28,0.2003,23.7879,psmb5,nsclc,1.0,0.0,1.0,complete,0,0.6931471805599453,0.0,0.6931471805599453,0.0
NCT00784303,"Phase II, Multicenter, Open-label, Single Arm Trial to Evaluate the Safety and Efficacy of Oral E7080 in Medullary and Iodine-131 Refractory, Unresectable Differentiated Thyroid Cancers, Stratified by Histology",COMPLETED,lenvatinib,VEGFR2,small_molecule,thyroid cancer,True,2008.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.078,0.04,0.1923076923076923,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.05128205128205128,0.035897435897435895,0.3299999999999999,0.3,0.1923076923076923,0.059,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.2212,0.28,0.0829,12.3942,vegfr2,thyroid cancer,78.0,4.0,6.0,complete,0,4.3694478524670215,1.6094379124341003,1.9459101490553132,0.05128205128205128
NCT02267603,A Phase II Study of MK-3475 in Patients With Advanced Merkel Cell Carcinoma (MCC),COMPLETED,pembrolizumab,PDCD1,antibody,cancer nos,True,2014.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2005,0.28,0.0,17.0498,pdcd1,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT03094286,A Phase II Exploratory Study of Durvalumab (MEDI4736) in HIV-1 Patients With Advanced Solid Tumors.,COMPLETED,durvalumab,CD274,antibody,cancer nos,True,2017.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.45,,,,1,1,0,929.0,0.0007426555435952,1.0,1.0,1.0,0.688875,0.2,0.6,0.7,27.0,1.0,0.54,0.4,0.5,0.5,-0.18,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.4639999999999999,0.9,1.0,0.63,0.63,0.8,1,1.0,0.85,0.95,0.8,1.0,1.0,0.0,0.6575,0.6575,1.0,0.0,0.0,0.0,0.72,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.409,93.4383,0.295,0.379,0.28,0.0,18.9372,cd274,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
