primary_target,disease,family,n,k,raw_rate,posterior_mean,ci_lo,ci_hi,prior_alpha,prior_beta,own_data_weight
ABL1,prostate cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
ABL1,pancreatic cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
ABL1,ovarian cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
ABL1,lymphoma,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
ABL1,hepatocellular carcinoma,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
ABL1,gastric cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
EGFR,solid tumors,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
ERBB2,gastric cancer,growth_factor_kinase,1,1,1.0,0.34673158911542756,0.06136048402250709,0.7130924453496369,0.6025372726252013,3.019300837693942,0.21636413395079923
RRM1,bladder cancer,cytotoxic_chemo,1,0,0.0,0.09531289432107833,3.0946885701619083e-06,0.4422400077196057,0.25931056800784047,1.4613136440143757,0.367562706963013
PARP1,breast cancer,dna_damage_repair,1,0,0.0,0.17744439469894108,0.019775478449456402,0.43511132171676314,1.3301320779051564,5.165918051837793,0.13340359024977486
PDCD1,thyroid cancer,immune_checkpoint,1,0,0.0,0.14556232103775146,0.0034700370534185283,0.44555925110758554,0.7256650443404796,3.259588276484756,0.20059161202954975
PDCD1,renal cell carcinoma,immune_checkpoint,1,0,0.0,0.14556232103775146,0.0034700370534185283,0.44555925110758554,0.7256650443404796,3.259588276484756,0.20059161202954975
PDCD1,ovarian cancer,immune_checkpoint,1,0,0.0,0.14556232103775146,0.0034700370534185283,0.44555925110758554,0.7256650443404796,3.259588276484756,0.20059161202954975
PDCD1,leukemia,immune_checkpoint,1,0,0.0,0.14556232103775146,0.0034700370534185283,0.44555925110758554,0.7256650443404796,3.259588276484756,0.20059161202954975
PDCD1,endometrial cancer,immune_checkpoint,1,0,0.0,0.14556232103775146,0.0034700370534185283,0.44555925110758554,0.7256650443404796,3.259588276484756,0.20059161202954975
PDCD1,cervical cancer,immune_checkpoint,1,0,0.0,0.14556232103775146,0.0034700370534185283,0.44555925110758554,0.7256650443404796,3.259588276484756,0.20059161202954975
PDCD1,bladder cancer,immune_checkpoint,1,1,1.0,0.34615393306730124,0.06747443166291417,0.7000401993800545,0.7256650443404796,3.259588276484756,0.20059161202954975
PARP1,prostate cancer,dna_damage_repair,1,0,0.0,0.17744439469894108,0.019775478449456402,0.43511132171676314,1.3301320779051564,5.165918051837793,0.13340359024977486
PARP1,ovarian cancer,dna_damage_repair,1,0,0.0,0.17744439469894108,0.019775478449456402,0.43511132171676314,1.3301320779051564,5.165918051837793,0.13340359024977486
PARP1,leukemia,dna_damage_repair,1,1,1.0,0.31084798494871596,0.08193883232480345,0.6001725423492906,1.3301320779051564,5.165918051837793,0.13340359024977486
PARP1,hnscc,dna_damage_repair,1,0,0.0,0.17744439469894108,0.019775478449456402,0.43511132171676314,1.3301320779051564,5.165918051837793,0.13340359024977486
PARP1,endometrial cancer,dna_damage_repair,1,0,0.0,0.17744439469894108,0.019775478449456402,0.43511132171676314,1.3301320779051564,5.165918051837793,0.13340359024977486
PARP1,cancer nos,dna_damage_repair,1,1,1.0,0.31084798494871596,0.08193883232480345,0.6001725423492906,1.3301320779051564,5.165918051837793,0.13340359024977486
MTOR,prostate cancer,cell_cycle,1,0,0.0,0.12360397359594942,0.005563769353498814,0.35668708943819377,0.9035267611747109,5.406325300121156,0.13680167418090308
ERBB2,ovarian cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
MTOR,melanoma,cell_cycle,1,0,0.0,0.12360397359594942,0.005563769353498814,0.35668708943819377,0.9035267611747109,5.406325300121156,0.13680167418090308
MTOR,glioblastoma,cell_cycle,1,0,0.0,0.12360397359594942,0.005563769353498814,0.35668708943819377,0.9035267611747109,5.406325300121156,0.13680167418090308
MS4A1,multiple myeloma,bcell_lymphoma_target,1,0,0.0,0.1068375870595831,0.004997122668625547,0.3095225115774297,0.9233284936601529,6.719027806891773,0.11570918453525655
MET,renal cell carcinoma,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
MET,endometrial cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
KRAS,nsclc,ras_mapk_pathway,1,1,1.0,0.3415798923345237,0.06957361099258536,0.6869253052476894,0.7941963985407925,3.4584441660966005,0.1903804358387567
KDR,colorectal cancer,angiogenesis,1,0,0.0,0.15375608988903122,0.002805000751724694,0.4803467583873259,0.6705817555284743,2.6907528492500834,0.2292876127652155
KDR,breast cancer,angiogenesis,1,0,0.0,0.15375608988903122,0.002805000751724694,0.4803467583873259,0.6705817555284743,2.6907528492500834,0.2292876127652155
JAK1,pancreatic cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
JAK1,lymphoma,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
JAK1,breast cancer,growth_factor_kinase,1,1,1.0,0.34673158911542756,0.06136048402250709,0.7130924453496369,0.6025372726252013,3.019300837693942,0.21636413395079923
ESR1,bladder cancer,hormonal,1,0,0.0,0.132923764459572,0.009653626430463679,0.3572629160006345,1.0952191909505538,6.144234419194971,0.12136727109776617
ERBB2,prostate cancer,growth_factor_kinase,1,0,0.0,0.1303674551646283,0.001507126996637496,0.43121460857449534,0.6025372726252013,3.019300837693942,0.21636413395079923
VEGFR2,thyroid cancer,angiogenesis,1,0,0.0,0.15375608988903122,0.002805000751724694,0.4803467583873259,0.6705817555284743,2.6907528492500834,0.2292876127652155
